,@BBC compound,@BBC positive,@BBC negative,@BBC neutral,@BBC date,@BBC text,@CBS compound,@CBS positive,@CBS negative,@CBS neutral,@CBS date,@CBS text,@CNN compound,@CNN positive,@CNN negative,@CNN neutral,@CNN date,@CNN text,@foxnews compound,@foxnews positive,@foxnews negative,@foxnews neutral,@foxnews date,@foxnews text,@nytimes compound,@nytimes positive,@nytimes negative,@nytimes neutral,@nytimes date,@nytimes text
0,0.0,0.0,0.0,1.0,Wed Mar 07 19:12:02 +0000 2018,"'Harry was looking at his family for the first time in his life'. 

💛⚡️✨ David Thewlis reading #HarryPotter is trul… https://t.co/wAyCDFvrX2",-0.2023,0.15,0.23,0.619,Wed Mar 07 18:39:10 +0000 2018,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",0.1779,0.072,0.0,0.928,Wed Mar 07 20:17:08 +0000 2018,Amazon could wind up with more than 70 million banking customers over the next five years if it started to offer ch… https://t.co/qpoXZZYSul,-0.128,0.0,0.077,0.923,Wed Mar 07 20:13:33 +0000 2018,".@PressSec on @POTUS' advisers: ""At the end of the day, the American people voted overwhelmingly for President Dona… https://t.co/iSiw6ThQ6i",0.0,0.0,0.0,1.0,Wed Mar 07 20:15:06 +0000 2018,School officials called the podcast “concerning” and said the teacher had been removed from the classroom https://t.co/GIwIdVNGnj
1,0.0,0.0,0.0,1.0,Wed Mar 07 18:23:04 +0000 2018,"✂️ ‘My hair is a symbol of pride.’

💇🏽💇🏿💇🏾 Six stories about black women's hair.
👉 https://t.co/NfNvGpKpVi https://t.co/V1qrRJzwfu",0.0,0.0,0.0,1.0,Wed Mar 07 17:06:02 +0000 2018,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,0.0,1.0,Wed Mar 07 20:10:39 +0000 2018,Russian President Vladimir Putin in a recent interview separated a conciliatory attitude toward President Trump fro… https://t.co/gtwgpyCpHz,-0.6908,0.0,0.32,0.68,Wed Mar 07 20:09:53 +0000 2018,Connecticut Governor @GovMalloyOffice: The @NRA Has Become a 'Terrorist Organization' https://t.co/7GmpB2IrU7 https://t.co/KKTyNEBgwm,0.0,0.0,0.0,1.0,Wed Mar 07 20:00:25 +0000 2018,It is believed to be the oldest known message in a bottle ever recovered https://t.co/80UquQH4vs
2,0.4987,0.264,0.0,0.736,Wed Mar 07 17:42:01 +0000 2018,The little mouse that inspired Pikachu is actually a rabbit! https://t.co/AxOQOaK4dS,0.6705,0.244,0.0,0.756,Tue Mar 06 18:10:59 +0000 2018,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.8176,0.309,0.0,0.691,Wed Mar 07 20:07:34 +0000 2018,RT @CNNPolitics: Sanders: Veterans Affairs Secretary David Shulkin “has done a great job” on a number of the things and “we’re proud of the…,0.743,0.289,0.0,0.711,Wed Mar 07 20:06:46 +0000 2018,".@PressSec on trade talks with China: ""[@POTUS] feels like the United States has been taken advantage of for far to… https://t.co/1kPgglH79b",0.7096,0.257,0.0,0.743,Wed Mar 07 19:45:05 +0000 2018,"Fans of the book and admirers of Ava DuVernay’s work can breathe a sigh of relief, and some may also find that thei… https://t.co/79AxAes6aH"
3,0.0,0.0,0.0,1.0,Wed Mar 07 17:27:29 +0000 2018,"RT @BBCTwo: If you haven't seen #ACSVersace yet, Penélope Cruz as Donatella Versace is everything... https://t.co/lH9kfRGqO2",0.3818,0.167,0.0,0.833,Mon Mar 05 22:16:43 +0000 2018,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",-0.1655,0.083,0.109,0.808,Wed Mar 07 20:02:07 +0000 2018,"The US FDA gave its approval to a 23andMe test that screens for a few breast and ovarian cancer genes, but that app… https://t.co/1CxE97nx2g",-0.2263,0.063,0.107,0.829,Wed Mar 07 20:02:17 +0000 2018,".@PressSec on admin resignations: ""This is an intense place, as [is] every @WhiteHouse, and it's not abnormal that… https://t.co/A11fP4JkLU",0.1366,0.218,0.196,0.587,Wed Mar 07 19:30:27 +0000 2018,South Korean envoys were not prepared for how daring Kim Jong-un could be in his charm offensive https://t.co/JjLTugDYxv
4,0.0,0.0,0.0,1.0,Wed Mar 07 17:22:51 +0000 2018,"RT @BBCBreakfast: In many ways Hedy Lamarr was the archetypal Hollywood starlet, but the Austrian born actress was also an inventor and the…",0.4404,0.116,0.0,0.884,Sun Mar 04 08:05:26 +0000 2018,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.0,0.0,0.0,1.0,Wed Mar 07 19:59:31 +0000 2018,"RT @CNNPolitics: CNN's Jeff Zeleny: Was President Trump aware of the payment made to Stormy Daniels?

Sanders: ""The President has addressed…",-0.3818,0.0,0.167,0.833,Wed Mar 07 19:57:21 +0000 2018,".@PressSec: ""@SenSchumer is blocking nominees indiscriminately. He forces time-wasting procedural votes on nominees… https://t.co/PlGewVUYix",0.0,0.0,0.0,1.0,Wed Mar 07 19:15:13 +0000 2018,"RT @danielle_ivory: Hundreds of former Trump campaign workers have been hired at every major federal agency. At the White House, there have…"
5,0.8555,0.37,0.0,0.63,Wed Mar 07 17:22:23 +0000 2018,RT @BBCScotlandNews: A Scottish school has won a prestigious award for its pioneering work helping children with their reading and writing…,0.0,0.0,0.0,1.0,Sat Mar 03 20:55:20 +0000 2018,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,0.0,1.0,Wed Mar 07 19:58:37 +0000 2018,Jaguar reveals its first electric SUV https://t.co/d9zbBNs5sn https://t.co/f5Oj3Rbx9O,0.0,0.0,0.0,1.0,Wed Mar 07 19:45:55 +0000 2018,.@PressSec holds a White House briefing.  https://t.co/9P6qJX3VQm,0.0,0.0,0.0,1.0,Wed Mar 07 19:00:38 +0000 2018,"The cells that eat, regurgitate and then re-eat your tattoos https://t.co/YqPl80y1TI"
6,0.0,0.0,0.0,1.0,Wed Mar 07 17:16:45 +0000 2018,RT @bbceurovision: A storm is coming.@surieofficial  ⛈ 👉 https://t.co/LYIiBgcZdA https://t.co/heOKLnjo2N,0.7096,0.247,0.0,0.753,Fri Mar 02 22:30:01 +0000 2018,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.0,0.0,0.0,1.0,Wed Mar 07 19:56:03 +0000 2018,"RT @CNNPolitics: White House press secretary Sarah Sanders on staff turnover at the White House: ""It's not abnormal that you would have peo…",-0.6908,0.0,0.37,0.63,Wed Mar 07 19:27:52 +0000 2018,Connecticut Governor: The NRA Has Become 'Terrorist Organization' https://t.co/YKeBWSBmdr,-0.6361,0.095,0.285,0.62,Wed Mar 07 18:50:09 +0000 2018,Peter Thiel warned for years that the big tech companies were arrogant and clueless and less good for mankind than… https://t.co/CDL27t8iu2
7,0.5562,0.183,0.0,0.817,Wed Mar 07 17:14:49 +0000 2018,RT @BBCTwo: Nostalgia heaven! How many of these 80s &amp; 90s things can you remember? 🤔 #BackInTimeForTea https://t.co/l0R6nHrTj1,0.7096,0.282,0.0,0.718,Fri Mar 02 20:30:01 +0000 2018,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.8225,0.323,0.0,0.677,Wed Mar 07 19:50:04 +0000 2018,"Inspired by a TED Talk, this 16 year-old boy started a pilot program that hires homeless people to help clean up Sa… https://t.co/VqFLfMYSc9",0.0,0.0,0.0,1.0,Wed Mar 07 19:18:17 +0000 2018,Patriotic Teens Replace Family's Tattered American Flag https://t.co/4o6xzuDxKW,-0.6124,0.0,0.238,0.762,Wed Mar 07 18:40:42 +0000 2018,“This is basically going to war.” California’s governor struck back after Attorney General Jeff Sessions attacked t… https://t.co/CwetPpkj9a
8,0.0,0.0,0.0,1.0,Wed Mar 07 17:13:49 +0000 2018,"📖 Time to 'embiggen' your vocabulary.

A new word, first heard on @TheSimpsons in 1996, has been added to the… https://t.co/qGvkGgjAcB",0.4939,0.151,0.0,0.849,Fri Mar 02 18:45:00 +0000 2018,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.0,0.0,0.0,1.0,Wed Mar 07 19:47:41 +0000 2018,"The White House is holding a press briefing. Watch CNN: https://t.co/UYpqI3w42L

Watch on Facebook:… https://t.co/FmrnhiDRuu",-0.0258,0.168,0.174,0.659,Wed Mar 07 19:04:10 +0000 2018,North Korean defector describes nation's perception of United States; @EricShawnTV reports. #OutnumberedOT https://t.co/eAjIACofoO,-0.2732,0.0,0.11,0.89,Wed Mar 07 18:27:53 +0000 2018,Should Germany’s national anthem drop the words “fatherland” and “brotherly”? An official suggested some ways to ma… https://t.co/mtjTh840M2
9,0.0,0.0,0.0,1.0,Wed Mar 07 16:15:06 +0000 2018,RT @bbccomedy: WOOF! ❤️#RikMayallDay https://t.co/ioJtvYVFRO,-0.6981,0.0,0.21,0.79,Thu Mar 01 18:59:01 +0000 2018,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,0.0,0.0,0.0,1.0,Wed Mar 07 19:40:08 +0000 2018,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/DYmjDxHd7H",-0.7579,0.0,0.317,0.683,Wed Mar 07 18:58:16 +0000 2018,"BREAKING NEWS: Nikolas Cruz formally charged with 17 counts of murder in Valentine’s Day massacre
https://t.co/dPIkZIM2Ce",-0.1293,0.062,0.126,0.812,Wed Mar 07 18:12:50 +0000 2018,"A week's worth of gas. A few gallons of milk. Few are complaining, but many in the working class are not feeling fl… https://t.co/sB9O02xef3"
10,0.0,0.0,0.0,1.0,Wed Mar 07 14:30:03 +0000 2018,😱 The most hardcore baptism you’ll ever see. https://t.co/aEsVqMUPQ2,0.4547,0.159,0.092,0.749,Thu Mar 01 18:12:57 +0000 2018,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.0,0.0,0.0,1.0,Wed Mar 07 19:30:30 +0000 2018,"""Mueller is closing in"": California Gov. Jerry Brown taunts Attorney General Jeff Sessions and President Trump afte… https://t.co/xbgYruQvAv",0.0,0.0,0.0,1.0,Wed Mar 07 18:54:19 +0000 2018,".@kayleighmcenany on #TXprimary: ""Not a blue wave at all... We had a half million more voters."" #OutnumberedOT https://t.co/ItayHmASza",0.5423,0.176,0.0,0.824,Wed Mar 07 18:00:40 +0000 2018,"The number of public psychiatric beds in the U.S. has plunged, and the need for acute care is pressing. But what to… https://t.co/mt8k1ew9yN"
11,0.1742,0.14,0.109,0.751,Wed Mar 07 13:24:05 +0000 2018,"#InternationalWomensDay is tomorrow, so there's no better time to test how much you know about female suffrage.
👉… https://t.co/6ulqfr8zyL",0.8591,0.538,0.0,0.462,Thu Mar 01 18:11:50 +0000 2018,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,-0.6249,0.0,0.298,0.702,Wed Mar 07 19:20:17 +0000 2018,Jack Daniel's could be an 'unfortunate and unintended victim' of Trump tariffs https://t.co/9HmsYSslpb https://t.co/Kb7jsKBtTg,0.0,0.0,0.0,1.0,Wed Mar 07 18:48:37 +0000 2018,U.S. Senate primary election in Texas - Total votes. https://t.co/S8pgT71CYq,-0.4939,0.0,0.144,0.856,Wed Mar 07 17:54:59 +0000 2018,"Breaking News: An ex-Russian spy and his daughter were poisoned by a nerve agent in England, the police said, raisi… https://t.co/Puh2ttTkSL"
12,-0.6369,0.082,0.321,0.597,Wed Mar 07 12:30:04 +0000 2018,🚂💀 All aboard London's Victorian railway for the dead. https://t.co/L7vJO4ybeD,0.4885,0.234,0.151,0.615,Thu Mar 01 18:10:50 +0000 2018,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,-0.2732,0.0,0.116,0.884,Wed Mar 07 19:10:53 +0000 2018,"After dedicating his season to Parkland victim Joaquin Oliver, NBA star @DwyaneWade visited Marjory Stoneman Dougla… https://t.co/H7fukyxKrL",0.7351,0.327,0.097,0.575,Wed Mar 07 18:48:09 +0000 2018,".@kayleighmcenany: ""@POTUS won Pennsylvania, Wisconsin - states no Republican has won since the 1980s. These states… https://t.co/DklVOI583M",0.0,0.0,0.0,1.0,Wed Mar 07 17:47:40 +0000 2018,"The database, assembled through hundreds of open records requests: https://t.co/qmIcm8RXvL"
13,0.0,0.0,0.0,1.0,Wed Mar 07 11:42:44 +0000 2018,"😍 The first polar bear cub to be born in the UK for 25 years has emerged at the @RZSS's @HighlandWPark!
👉… https://t.co/4fhzBaxwjF",0.5994,0.178,0.0,0.822,Thu Mar 01 14:36:21 +0000 2018,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.0,0.0,0.0,1.0,Wed Mar 07 19:00:23 +0000 2018,A senior official at the Department of Health and Human Services returned to work this week after being placed on a… https://t.co/bai7A2a4TI,0.3182,0.15,0.0,0.85,Wed Mar 07 18:45:34 +0000 2018,".@Zac_Petkanas on #TXPrimary: ""We had a 105% increase in primary turnout over 2014."" #OutnumberedOT https://t.co/VygXUenluE",0.25,0.105,0.0,0.895,Wed Mar 07 17:45:49 +0000 2018,"A database of the employees, assembled by ProPublica, offers a comprehensive look at how Trump is influencing the d… https://t.co/7KQuMGN1RS"
14,-0.2244,0.0,0.076,0.924,Wed Mar 07 11:07:18 +0000 2018,"RT @bbccomedy: Today would have been the 60th birthday of the legend, the genius, the king Rik Mayall. We miss you, sir! #RikMayallDay http…",0.7717,0.325,0.0,0.675,Thu Mar 01 14:29:20 +0000 2018,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",-0.0191,0.063,0.066,0.871,Wed Mar 07 18:52:26 +0000 2018,"RT @CNNnewsroom: Former US Ambassador to China Max Baucus says Jared Kushner ""will not be taken seriously"" on foreign trips without top sec…",0.2933,0.175,0.0,0.825,Wed Mar 07 18:43:55 +0000 2018,".@RepPeteKing: ""Democrats want this to never end... There's no evidence at all of any Russian collusion.""… https://t.co/rb6o5sS3Ez",-0.6249,0.0,0.177,0.823,Wed Mar 07 17:44:03 +0000 2018,The Trump administration has hired at least 187 former lobbyists and 125 people with ties to conservative think tan… https://t.co/Jknl13waaj
15,-0.4404,0.0,0.132,0.868,Wed Mar 07 10:46:56 +0000 2018,The wreck of a US aircraft carrier that was sunk during WW2 has been found off the coast of Australia. https://t.co/8NQfRdFXTE,0.6908,0.275,0.0,0.725,Thu Mar 01 14:15:29 +0000 2018,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.0,0.0,0.0,1.0,Wed Mar 07 18:50:08 +0000 2018,"Trump vs. California, again and again and again | Analysis by @zbyronwolf https://t.co/b5kJRWzsYK https://t.co/YVbcMrIG5l",0.4215,0.157,0.0,0.843,Wed Mar 07 18:42:36 +0000 2018,"RT @FoxBusiness: .@Target raises minimum wage to $12, with hopes of hitting $15 by 2020   https://t.co/G6X0SMQJUC",0.25,0.19,0.155,0.655,Wed Mar 07 17:43:52 +0000 2018,"""The greatest challenge to lasting weight loss is the fact that no one can give up eating. Rather, one has to learn… https://t.co/2sxwOrYwqM"
16,0.4927,0.225,0.0,0.775,Wed Mar 07 10:41:15 +0000 2018,RT @BBCFOUR: There's a very good reason this extreme firework was banned... https://t.co/pdfpcDiJ4h,0.0,0.0,0.0,1.0,Thu Mar 01 13:50:11 +0000 2018,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.1779,0.096,0.0,0.904,Wed Mar 07 18:40:14 +0000 2018,"Amazon is offering Medicaid recipients a Prime Membership for $5.99 a month, a 54% discount from the normal rate… https://t.co/ETTiAXQMHF",0.4767,0.193,0.0,0.807,Wed Mar 07 18:33:05 +0000 2018,"Google's artificial intelligence is being used by US military drone program, prompting concerns… https://t.co/bdWNtsvNL4",-0.3818,0.0,0.106,0.894,Wed Mar 07 17:27:52 +0000 2018,An opponent of the bill has said he would fight it: “I will present an amendment that the frontage road be designat… https://t.co/XnkXDs10it
17,0.4404,0.211,0.108,0.681,Wed Mar 07 09:58:38 +0000 2018,"RT @CBeebiesHQ: 3 out of 4 parents wouldn’t be able to save their baby from choking. 

Learn how to help in a first aid emergency…https://t…",0.0,0.0,0.0,1.0,Thu Mar 01 01:04:52 +0000 2018,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.2187,0.13,0.095,0.774,Wed Mar 07 18:30:04 +0000 2018,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/sJ90rOqodE",0.0,0.0,0.0,1.0,Wed Mar 07 18:27:48 +0000 2018,Nikolas Cruz's jail records reveal details of gunman's behavior in days after Florida school shooting https://t.co/T7xE2t30AW,0.0,0.0,0.0,1.0,Wed Mar 07 17:26:18 +0000 2018,"A Utah lawmaker has introduced a bill that would rename the state’s most scenic route, which rolls through iconic n… https://t.co/w2EmEqaALT"
18,0.0,0.0,0.0,1.0,Wed Mar 07 09:00:07 +0000 2018,A moving story of how one woman transformed Alzheimer’s research forever. ❤️https://t.co/2fwJDbWT8x,0.0,0.0,0.0,1.0,Wed Feb 28 19:56:58 +0000 2018,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",-0.25,0.068,0.114,0.818,Wed Mar 07 18:20:41 +0000 2018,Chris Cuomo asks Sen. Ted Cruz why he’s criticizing his Democratic challenger Beto O’Rourke for going by the childh… https://t.co/SY0Wjd9AlG,-0.5154,0.102,0.232,0.666,Wed Mar 07 18:21:02 +0000 2018,".@DarrellIssa: ""This is making my state less safe. And shame on my governor. Shame on my attorney general... Shame… https://t.co/bWQaKIuQRM",0.0,0.0,0.0,1.0,Wed Mar 07 17:18:08 +0000 2018,"RT @EricLiptonNYT: JUST POSTED: Trump admin has appointed at least 254 former Trump campaign staffers, in spots across federal government,…"
19,0.4926,0.175,0.0,0.825,Wed Mar 07 08:46:22 +0000 2018,RT @BBCOne: They've smashed the record for the highest profit EVER on Antiques Road Trip! 😲 https://t.co/TNuRcp2EOq,0.4404,0.116,0.0,0.884,Wed Feb 28 19:08:30 +0000 2018,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",-0.2263,0.0,0.112,0.888,Wed Mar 07 18:10:08 +0000 2018,Donald Trump's alias and 7 other 'wow' moments from the Stormy Daniels lawsuit | Analysis by @CillizzaCNN… https://t.co/nyBqnBtfLi,0.4019,0.13,0.0,0.87,Wed Mar 07 18:14:29 +0000 2018,".@Judgenap: ""The Democratic Party that runs California is so beholden to the immigrant rights groups it is willing… https://t.co/gidYEfWrpa",0.0,0.0,0.0,1.0,Wed Mar 07 17:15:10 +0000 2018,"The Vatican announced that Pope Paul VI and the slain Salvadoran Archbishop Óscar Romero will be made saints, after… https://t.co/BQXYsA0ojj"
20,0.4215,0.109,0.0,0.891,Wed Mar 07 08:46:14 +0000 2018,"RT @bbc5live: What happens to your old paint?

A scheme in Leeds to recycle unused paint has saved hundreds of tons of leftovers from endin…",0.5562,0.152,0.0,0.848,Tue Feb 27 03:23:47 +0000 2018,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.296,0.145,0.0,0.855,Wed Mar 07 18:00:05 +0000 2018,Oprah Winfrey has sold about a quarter of her shares in Weight Watchers https://t.co/iLVC9CcEle https://t.co/Utg5FrrPuf,-0.6249,0.0,0.242,0.758,Wed Mar 07 18:10:36 +0000 2018,".@DarrellIssa: ""When California thwarts the law, those criminals don't all stay in California. They'll go to adjace… https://t.co/Pu23SejFLm",0.5994,0.221,0.077,0.701,Wed Mar 07 17:12:07 +0000 2018,"RT @nytimesarts: “A Wrinkle in Time” is faithful to the affirmative, democratic intelligence of the book, our critic A.O. Scott writes http…"
21,-0.6808,0.0,0.211,0.789,Wed Mar 07 08:45:50 +0000 2018,"RT @BBCTwo: When this father and daughter paddled into the sea, they had no idea how much danger they were in... #SavingLivesAtSea https://…",0.0,0.0,0.0,1.0,Mon Feb 26 22:50:32 +0000 2018,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",-0.4939,0.0,0.151,0.849,Wed Mar 07 17:48:53 +0000 2018,"JUST IN: Former Russian spy Sergei Skripal and his daughter Yulia were poisoned intentionally with a nerve agent, U… https://t.co/eCd5DCR9Eb",-0.5106,0.0,0.148,0.852,Wed Mar 07 18:06:46 +0000 2018,".@AGBecerra: ""You could trace all of this back to the fact that... the Trump Administration has just failed utterly… https://t.co/uGeDeDY6Ei",0.1779,0.096,0.0,0.904,Wed Mar 07 17:00:30 +0000 2018,Amazon will offer a discount on its Prime membership program to the millions of recipients of Medicaid https://t.co/etPOjTD2Jj
22,0.4215,0.123,0.0,0.877,Wed Mar 07 08:44:59 +0000 2018,"RT @cbbc: There are over 128,000 children in the UK without a home.

Watch CBBC's powerful documentary about homeless children on @BBCiPlay…",0.0,0.0,0.0,1.0,Mon Feb 26 21:08:30 +0000 2018,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.2263,0.164,0.118,0.718,Wed Mar 07 17:42:14 +0000 2018,Massive billboards in New York's Times Square honor victims of the Florida high school shooting… https://t.co/owKxfwfrXQ,0.0,0.0,0.0,1.0,Wed Mar 07 18:00:35 +0000 2018,"Sessions unloads on California Dems for ‘radical, open borders agenda’ https://t.co/mEVgdv3CGT",0.0,0.0,0.0,1.0,Wed Mar 07 16:45:13 +0000 2018,"On Queer Eye, @Antoni Porowski imparts lessons in home cooking that often involve 🥑. Some might say too often. But… https://t.co/VJpLYh1UZU"
23,-0.8591,0.0,0.373,0.627,Wed Mar 07 08:30:07 +0000 2018,"Dirty water kills millions every year. 

But one ingenious invention can remove dangerous microbes as they flow tow… https://t.co/isjxUnr3Dp",0.4482,0.105,0.0,0.895,Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.5994,0.262,0.0,0.738,Wed Mar 07 17:34:33 +0000 2018,Why Wall Street loved Gary Cohn inside the White House https://t.co/5I8DncHX2b https://t.co/EGtDEdbHyQ,0.0,0.0,0.0,1.0,Wed Mar 07 17:59:26 +0000 2018,RT @FoxBusiness: Gary Cohn and the meeting that may have ended his White House role https://t.co/RoHNVDAUZ1,0.0,0.0,0.0,1.0,Wed Mar 07 16:36:04 +0000 2018,"More than 2,000 flights had been canceled across the country on Wednesday, many at airports in the storm’s path https://t.co/eRJc93XZ9O"
