,@BBC compound,@BBC positive,@BBC negative,@BBC neutral,@BBC date,@BBC text,@CBS compound,@CBS positive,@CBS negative,@CBS neutral,@CBS date,@CBS text,@CNN compound,@CNN positive,@CNN negative,@CNN neutral,@CNN date,@CNN text,@foxnews compound,@foxnews positive,@foxnews negative,@foxnews neutral,@foxnews date,@foxnews text,@nytimes compound,@nytimes positive,@nytimes negative,@nytimes neutral,@nytimes date,@nytimes text
24,0.5994,0.231,0.0,0.769,Wed Mar 07 08:00:04 +0000 2018,"La Dame de Brassempouy is a beautiful 25,000 year-old representation of a female face. 
#Civilisations https://t.co/aKGUlvJFGF",0.784,0.266,0.0,0.734,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.0,0.0,0.0,1.0,Wed Mar 07 17:21:06 +0000 2018,Uber says it has started using self-driving trucks to haul freight in Arizona https://t.co/jZ0bzj4rKy https://t.co/KdpaF94QtA,-0.4215,0.0,0.167,0.833,Wed Mar 07 17:56:39 +0000 2018,".@ChelseaClinton pushes #MeToo, but gets no questions on @BillClinton's actions or Harvey Weinstein donations. https://t.co/ZokQijpJA5",0.4404,0.225,0.0,0.775,Wed Mar 07 16:30:27 +0000 2018,Bricklayers think they’re safe from robots. Decide for yourself. https://t.co/USUzR5wJ3Y https://t.co/RTYSyyK79c
25,0.0,0.0,0.0,1.0,Tue Mar 06 19:30:06 +0000 2018,"😂🙊 Who has a filthier mouth, Jennifer Lawrence or James McAvoy? https://t.co/lOfGcHVo6R",0.9359,0.429,0.0,0.571,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,-0.7003,0.0,0.279,0.721,Wed Mar 07 17:15:14 +0000 2018,"Attorney General Jeff Sessions takes his war against sanctuary cities to California, announcing a federal lawsuit a… https://t.co/OTCz5W5hzb",0.3612,0.135,0.0,0.865,Wed Mar 07 17:54:39 +0000 2018,".@guypbenson: ""@BillClinton... is like the poster child of anti-#MeToo for much of his adult life."" #Outnumbered https://t.co/vtp9wlDKZ3",-0.4951,0.079,0.201,0.72,Wed Mar 07 16:23:02 +0000 2018,Business leaders are lamenting the loss of one of their own from what is among the U.S.’s most important economic p… https://t.co/jQSiXJWgIC
26,-0.4215,0.0,0.219,0.781,Tue Mar 06 18:30:07 +0000 2018,"A diver swims through a thick soup of plastic waste near Bali.
https://t.co/W8GJNKq8rm",-0.5423,0.0,0.184,0.816,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",0.0772,0.061,0.0,0.939,Wed Mar 07 17:07:32 +0000 2018,"Over 1.3 million live animals and plants, and a similar number of animal skins, have been exported from Africa to A… https://t.co/64sLnj03ZW",-0.4404,0.225,0.295,0.48,Wed Mar 07 17:50:43 +0000 2018,"Ingraham Hits Back at Bush Over Trump Jab: Endless War, Financial Crisis Was Not 'Pretty Good' https://t.co/sseZLyAxxb",0.2023,0.31,0.273,0.417,Wed Mar 07 16:15:10 +0000 2018,"If ""The Bachelor"" is love, our watchers agree, let's all die alone https://t.co/xc05ijrKCu"
27,0.4939,0.127,0.0,0.873,Tue Mar 06 18:03:04 +0000 2018,"Every day around the UK, an army of unpaid volunteers put their lives on the line to try and save complete stranger… https://t.co/W3Fel1iPSK",0.0,0.0,0.0,1.0,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,0.0,1.0,Wed Mar 07 17:00:02 +0000 2018,"The world's oldest known message in a bottle has been found on an Australian beach, nearly 132 years after it was t… https://t.co/s4iFCytB6t",-0.4939,0.0,0.176,0.824,Wed Mar 07 17:41:52 +0000 2018,"Breaking News: Ex-Russian spy, daughter poisoned by nerve agent in ‘targeted’ act, British authorities say https://t.co/kOruZVejf8",0.2023,0.087,0.0,0.913,Wed Mar 07 16:06:02 +0000 2018,"Stocks fell in early trading on Wall Street, a day after President Trump’s top economic adviser, Gary Cohn, said he… https://t.co/u6bhiuVrqN"
28,-0.1027,0.165,0.185,0.65,Tue Mar 06 17:30:07 +0000 2018,"Impressive and terrifying in equal measure. 

This woman doesn't just sleepwalk... she sleep-drives too. https://t.co/Ovwb4dNaYJ",0.0,0.0,0.0,1.0,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",-0.4588,0.0,0.15,0.85,Wed Mar 07 16:52:18 +0000 2018,The Taliban banned women from being journalists in Afghanistan. Now the country has an all-female television networ… https://t.co/CnI4J1fei8,0.0,0.0,0.0,1.0,Wed Mar 07 17:40:00 +0000 2018,"""After years of rebuilding other countries - and we have built a lot of countries - it's time to start building our… https://t.co/s5jQPJFuwp",-0.5256,0.0,0.166,0.834,Wed Mar 07 16:00:30 +0000 2018,"In Opinion

Op-Ed contributor Victor Blue writes, ""Afghanistan is more dangerous for civilians than ever. Without r… https://t.co/pvvpG3xXYZ"
29,0.0,0.0,0.0,1.0,Tue Mar 06 17:25:44 +0000 2018,RT @bbcwritersroom: New #Brexit #comedy Soft Border Patrol is set on the border between #NorthernIreland and the Republic of #Ireland. We p…,0.7644,0.231,0.0,0.769,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7269,0.276,0.0,0.724,Wed Mar 07 16:50:39 +0000 2018,"Barbie has introduced new dolls honoring heroines such as aviator Amelia Earhart, artist and activist Frida Kahlo,… https://t.co/MrsIZ5AA4D",0.5574,0.223,0.0,0.777,Wed Mar 07 17:36:00 +0000 2018,"""The American dream is back and stronger than ever.""

WATCH: President @realDonaldTrump's full remarks to the Latin… https://t.co/WrTzQ4oUBZ",0.2023,0.083,0.0,0.917,Wed Mar 07 15:51:07 +0000 2018,"The picture shows a boy perched on a sofa, reaching for a pink flower. It's the sort of snapshot parents all over t… https://t.co/UlAZ7auLOe"
30,0.3182,0.119,0.0,0.881,Tue Mar 06 17:02:04 +0000 2018,🐧 Scientists have stumbled across a huge group of previously unknown Adélie penguins on the most northerly point of… https://t.co/3GQ8PlQyMY,0.0,0.0,0.0,1.0,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.6369,0.245,0.0,0.755,Wed Mar 07 16:40:06 +0000 2018,"As Florida lawmakers prepare to vote on a measure aimed at boosting school safety, the state's Republican governor… https://t.co/eFJ51SvXfO",-0.6369,0.0,0.276,0.724,Wed Mar 07 17:35:19 +0000 2018,".@HeyTammyBruce: Unchallenged liberalism leaves homelessness, drug abuse, garbage in its wake https://t.co/spgif91wB1",-0.5267,0.0,0.196,0.804,Wed Mar 07 15:39:39 +0000 2018,"RT @nytimesworld: Caught between two allies: The U.S. is under pressure from Turkey, a NATO member, to stop American-backed Kurdish forces…"
31,-0.0644,0.068,0.079,0.853,Tue Mar 06 15:30:10 +0000 2018,"Too many Lego bricks is a problem many parents will sympathise with, but now the toy firm itself has admitted it ha… https://t.co/4J0whItWAN",0.0,0.0,0.0,1.0,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",-0.5267,0.096,0.196,0.708,Wed Mar 07 16:32:47 +0000 2018,The US government says it's sanctioning North Korea after deeming its government responsible for the murder of Kim… https://t.co/3wr6NB87xq,0.0,0.0,0.0,1.0,Wed Mar 07 17:22:41 +0000 2018,".@POTUS: ""This is our time. This is our moment. Go get DACA. Go push those Democrats."" https://t.co/5LyKi7Rhdo",0.0,0.0,0.0,1.0,Wed Mar 07 15:37:05 +0000 2018,"In Opinion,

Op-Ed contributor John Quiggin writes, ""Dividing society by generation obscures the real and enduring… https://t.co/WXt8afIYia"
32,0.6997,0.308,0.0,0.692,Tue Mar 06 14:44:33 +0000 2018,RT @bbccomedy: Nothing says welcome to the neighbourhood quite like everyone's favourite busybody 😂#TwoDoorsDown https://t.co/dClRm13dm9,0.5093,0.155,0.0,0.845,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.9274,0.457,0.0,0.543,Wed Mar 07 16:30:00 +0000 2018,.@iamwill says the definition of freedom is love. Tell us what freedom means to you using #MyFreedomDay… https://t.co/hqVB3mVduc,0.5106,0.136,0.0,0.864,Wed Mar 07 17:20:24 +0000 2018,".@POTUS: ""When our people are free to live their lives and to follow their hearts, there is nothing, nothing at all… https://t.co/PLpJygvgsV",0.2023,0.087,0.0,0.913,Wed Mar 07 15:33:05 +0000 2018,"Anatoly Lein, a Russian-born American chess grandmaster who was among the world's top 30 players at his peak, has d… https://t.co/g5Lhw4W44i"
33,0.8439,0.336,0.0,0.664,Tue Mar 06 14:30:05 +0000 2018,"🍻 Cheers to that! 

Pubs will be allowed to stay open later than usual to give everyone a chance to celebrate Princ… https://t.co/K7toUnOwSG",0.0,0.0,0.0,1.0,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,0.0,1.0,Wed Mar 07 16:20:13 +0000 2018,Students and teachers in West Virginia are back to school today for the first time in nearly two weeks after educat… https://t.co/CynuWqAbyH,0.0,0.0,0.0,1.0,Wed Mar 07 17:17:36 +0000 2018,".@POTUS: ""After years of rebuilding other countries - and we have built a lot of countries - it's time to start bui… https://t.co/lYAVJHSJLU",0.8481,0.414,0.0,0.586,Wed Mar 07 15:30:00 +0000 2018,"Balkrishna Doshi, 90, a pioneer of low-cost housing, was awarded the Pritzker Prize, architecture’s highest honor https://t.co/Vyaev36ebw"
34,0.7269,0.276,0.0,0.724,Tue Mar 06 13:48:06 +0000 2018,"Tickets, food wrappers and posters provide a fascinating insight into the creativity of North Korea, and the image… https://t.co/oe4tZwlBJw",0.0,0.0,0.0,1.0,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,-0.3818,0.0,0.159,0.841,Wed Mar 07 16:10:07 +0000 2018,"Airbus announces it will move or cut 3,700 jobs across Europe because of reduced demand for its A380 superjumbo and… https://t.co/7c8pREVwj0",0.0,0.0,0.0,1.0,Wed Mar 07 17:15:45 +0000 2018,".@POTUS: ""We're trying to have a DACA victory for everybody, by the way, and @TheDemocrats are nowhere to be found."" https://t.co/5gFedacT7G",0.4019,0.247,0.136,0.617,Wed Mar 07 15:18:03 +0000 2018,"When her father's request for ""compassionate release"" was finally approved, prison officials told her he'd be comin… https://t.co/SWp3DsZjrD"
35,0.6246,0.293,0.102,0.605,Tue Mar 06 13:12:33 +0000 2018,"RT @bbcthree: No you can't cure depression with meditation, kale or by simply cheering up. https://t.co/gsM8lRX6N2",0.6808,0.248,0.0,0.752,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.0,0.0,0.0,1.0,Wed Mar 07 16:10:07 +0000 2018,Dating app Bumble is banning photos with guns from its platform https://t.co/LMahJTYlYO https://t.co/h9nLhSMklN,0.4215,0.213,0.091,0.696,Wed Mar 07 17:12:49 +0000 2018,".@POTUS: ""Over 4 million workers have already received tax cut bonuses and the number continues to grow every singl… https://t.co/IvI4bwUCse",0.4215,0.128,0.0,0.872,Wed Mar 07 15:11:06 +0000 2018,EU officials unveiled an array of tariffs that they would place on American-made goods if the United States imposed… https://t.co/raGb0ZOtvu
36,0.0,0.0,0.0,1.0,Tue Mar 06 13:11:26 +0000 2018,RT @BBCScotlandNews: A giant three-dimensional concrete map of Scotland is to be officially unveiled next month in the Borders https://t.co…,0.4404,0.116,0.0,0.884,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.0,0.0,0.0,1.0,Wed Mar 07 16:01:44 +0000 2018,"BlackBerry sues Facebook, along with its subsidiaries WhatsApp and Instagram, for infringing on its messaging paten… https://t.co/u9uQi1pYjA",0.25,0.105,0.0,0.895,Wed Mar 07 17:11:08 +0000 2018,".@POTUS: ""We've created nearly 3 million jobs since the election... Today we have more Hispanic Americans working t… https://t.co/YgeBKEvQpK",0.0,0.0,0.0,1.0,Wed Mar 07 15:00:37 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/CTZm6dLWwI https://t.co/5LoYSE9X98
37,0.4404,0.132,0.0,0.868,Tue Mar 06 13:10:12 +0000 2018,"👟♻️ British designer Anna Bullus is on a mission to recycle chewing gum into useful objects, cleaning up our street… https://t.co/WbBeJSXXqF",-0.4019,0.0,0.119,0.881,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",0.2023,0.091,0.0,0.909,Wed Mar 07 15:51:29 +0000 2018,White House aide Kellyanne Conway is the latest of President Trump's top employees to receive an official reprimand… https://t.co/QhJocNUVYK,0.5574,0.338,0.0,0.662,Wed Mar 07 17:08:09 +0000 2018,".@POTUS: ""The American dream is back and stronger than ever."" https://t.co/7bTimUkfJd",-0.0258,0.12,0.163,0.717,Wed Mar 07 14:50:11 +0000 2018,Jimmy Kimmel struck back at President Trump after Trump ribbed the Academy Awards show for its low ratings. Our lat… https://t.co/vvXJEuZJ7Q
38,0.5994,0.187,0.0,0.813,Tue Mar 06 12:30:05 +0000 2018,What happened to the beautiful Opal Reef that was one of the stars of David Attenborough's #BluePlanet2? https://t.co/RMNYfrBbdK,0.3612,0.128,0.0,0.872,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,-0.3818,0.0,0.194,0.806,Wed Mar 07 15:41:14 +0000 2018,"A 20-year-old man has filed a lawsuit against Dick's Sporting Goods, accusing the retailer of age discrimination fo… https://t.co/3G5sWzM1iT",0.4404,0.146,0.0,0.854,Wed Mar 07 17:07:45 +0000 2018,".@POTUS: ""The Latino business community - and you folks are good business-people, I know that. I know that for a fa… https://t.co/olUpbBNCmB",0.743,0.259,0.0,0.741,Wed Mar 07 14:40:09 +0000 2018,The United States Holocaust Memorial Museum has revoked a prestigious human rights award it had given to Daw Aung S… https://t.co/a7VU7BS5Cz
39,0.7901,0.28,0.0,0.72,Tue Mar 06 10:18:16 +0000 2018,"RT @BBCSportWales: We could watch this all day! 

Welcome to the wonderful world of football analogies - starring @SwansOfficial manager Ca…",0.6124,0.227,0.0,0.773,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.0,0.0,0.0,1.0,Wed Mar 07 15:41:10 +0000 2018,"Michelle Obama dances with Parker Curry, the little girl who was transfixed by a portrait of the former first lady… https://t.co/CaIuufp2wn",0.0,0.0,0.0,1.0,Wed Mar 07 17:03:00 +0000 2018,.@POTUS delivers remarks at the Latino Coalition Legislative Summit https://t.co/TKX1PD7a4r,-0.4404,0.0,0.121,0.879,Wed Mar 07 14:30:05 +0000 2018,"Cynthia Nixon, the ""Sex and the City"" actress, is studying up on the subway: It's a weak spot for Governor Cuomo, w… https://t.co/Xy67VISSG9"
40,0.4215,0.128,0.0,0.872,Tue Mar 06 09:00:05 +0000 2018,🐒❤️ This baby chimp is being flown to a new home in DR Congo after it was rescued from poachers. https://t.co/rUZzDVLBt8,0.3182,0.108,0.0,0.892,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",-0.8934,0.0,0.401,0.599,Wed Mar 07 15:30:19 +0000 2018,"Cecil the lion ""suffered incredible cruelty for at least 10 hours"" before he died, according to a new book… https://t.co/pvSCZGOooG",-0.296,0.0,0.121,0.879,Wed Mar 07 16:58:00 +0000 2018,"AG Sessions: ""Stop treating immigration agents differently of everybody else for the purpose of eviscerating border… https://t.co/1gb6XkjKur",-0.3182,0.0,0.173,0.827,Wed Mar 07 14:15:08 +0000 2018,President Trump's claims are often contradicted by his own economic council https://t.co/y6Rrp52yFH
41,-0.2732,0.057,0.106,0.837,Tue Mar 06 08:30:10 +0000 2018,💍🙅 Crippling costs and parents' split-ups could be to blame for the declining number of marriages between men and w… https://t.co/avVWNgx3jH,0.68,0.248,0.0,0.752,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.0,0.0,0.0,1.0,Wed Mar 07 15:20:13 +0000 2018,"Commerce Secretary Wilbur Ross: We'll do tariffs ""without blowing up the world"" https://t.co/WXSvHqiL75 https://t.co/rVTWEflvhM",0.0,0.0,0.0,1.0,Wed Mar 07 16:56:00 +0000 2018,"AG Sessions: ""Here's my message to Mayor @LibbySchaaf: 'How dare you? How dare you needlessly endanger the lives of… https://t.co/7jcbr55IET",0.3612,0.128,0.0,0.872,Wed Mar 07 14:00:14 +0000 2018,"""Turning off the buzzing breaking-news machine I carry in my pocket was like unshackling myself from a monster who… https://t.co/uJoNbN2aeT"
42,0.5023,0.228,0.0,0.772,Tue Mar 06 08:03:02 +0000 2018,"We've all heard thunder before, but what does lightning sound like? ⚡️🤔https://t.co/3BGKK7iukQ",0.8619,0.466,0.0,0.534,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.0,0.0,0.0,1.0,Wed Mar 07 15:10:15 +0000 2018,The Democrat who will face off against Texas Sen. Ted Cruz in the Texas Senate race later this year is defending hi… https://t.co/SEECQfNLRR,-0.0258,0.178,0.185,0.637,Wed Mar 07 16:47:26 +0000 2018,North Korean defector describes nation's perception of United States; @EricShawnTV reports. https://t.co/mKKu9NMxWG,-0.3875,0.0,0.141,0.859,Wed Mar 07 13:44:01 +0000 2018,Donald Trump intentionally never signed a nondisclosure agreement in 2016 so that he could later disavow knowledge… https://t.co/QfnUpr91w9
43,0.0,0.0,0.0,1.0,Mon Mar 05 19:30:07 +0000 2018,😂 Who actually watched the #Oscars? https://t.co/opThFzy37n,0.0,0.0,0.0,1.0,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.25,0.143,0.0,0.857,Wed Mar 07 15:00:13 +0000 2018,Texas is poised to send its first 2 Latina politicians to Congress https://t.co/NMi2kAzU2r https://t.co/ObTYtraVkC,-0.5106,0.0,0.216,0.784,Wed Mar 07 16:44:35 +0000 2018,NBA owner Mark Cuban was investigated for sexually assaulting woman in 2011 https://t.co/CYJKuXgUCD,0.0,0.0,0.0,1.0,Wed Mar 07 13:30:20 +0000 2018,"Democrats in Texas's biggest cities came out in large numbers, but Republicans still cast more ballots over all https://t.co/W7zA9zgl9s"
44,-0.8555,0.0,0.408,0.592,Mon Mar 05 18:38:04 +0000 2018,"No meat. No fish. No eggs. No milk. No cheese. How hard is it to go vegan for a month? 

🥦🥑🍏 Nesta McGregor investi… https://t.co/1UBRGqIOp6",0.7506,0.252,0.0,0.748,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.6597,0.221,0.0,0.779,Wed Mar 07 14:50:08 +0000 2018,Democrats were hoping to make a statement in last night's Texas primary. But the results make it clear that Texas s… https://t.co/JEKdzaXsZT,-0.7351,0.0,0.237,0.763,Wed Mar 07 16:35:14 +0000 2018,"AG Sessions: ""According to Acting Dir. Homan, ICE failed to make 800 arrests that would have been made if the mayor… https://t.co/Y8usTbNAHy",-0.5267,0.0,0.152,0.848,Wed Mar 07 13:14:06 +0000 2018,"For the first time, a Belgian criminal court has convicted a man of ""sexism in the public space,"" for verbally abus… https://t.co/Akm6HzLB6C"
45,0.6124,0.263,0.0,0.737,Mon Mar 05 17:23:22 +0000 2018,"Like father, like daughter.

😂🔥 @GordonRamsay's daughter has already mastered the art of the roast. https://t.co/0dqwntX5uj",0.0,0.0,0.0,1.0,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,0.0,1.0,Wed Mar 07 14:40:08 +0000 2018,"White House senior adviser Jared Kushner is traveling to Mexico today for meetings, including one with Mexican Pres… https://t.co/uLiYWzoHi2",0.1027,0.126,0.108,0.766,Wed Mar 07 16:33:11 +0000 2018,"AG Sessions: ""Open borders is a radical, irrational idea that cannot be accepted... The United States of America is… https://t.co/M9B7keO3Pm",0.0,0.0,0.0,1.0,Wed Mar 07 13:00:32 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/uJRYazQhjP https://t.co/4H4BoT74GQ
46,0.4472,0.211,0.0,0.789,Mon Mar 05 17:15:34 +0000 2018,RT @BBCFOUR: The little mouse that inspired Pikachu is actually... a rabbit. https://t.co/mHCFFXczka,0.0,0.0,0.0,1.0,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,-0.296,0.0,0.099,0.901,Wed Mar 07 14:30:20 +0000 2018,More than 50 million people are under winter storm warnings and watches as a second nor'easter in the span of a wee… https://t.co/6QWHjBgqo8,0.0,0.0,0.0,1.0,Wed Mar 07 16:25:29 +0000 2018,".@RepMattGaetz: ""In 2015, there was a federal court filing where Russian officials were calling Carter Page an idio… https://t.co/vCLWurwE9C",-0.1531,0.085,0.113,0.802,Wed Mar 07 12:45:06 +0000 2018,"Gary Cohn, President Trump's top economic adviser, said that he would resign. His free-trade views clashed with Tru… https://t.co/n3KOtz8jSg"
47,0.1531,0.105,0.077,0.818,Mon Mar 05 17:00:31 +0000 2018,"""I made a promise to our six-year-old lead actress that I would sign this speech. My hands are shaking a little bit… https://t.co/HgFpUtHDTB",0.8478,0.304,0.0,0.696,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,-0.4019,0.0,0.213,0.787,Wed Mar 07 14:20:17 +0000 2018,Rafael (Ted) Cruz justifies mocking Robert (Beto) O'Rourke's name https://t.co/TKG9SVXGOf https://t.co/jCKsukDvM7,0.0,0.0,0.0,1.0,Wed Mar 07 16:19:55 +0000 2018,Attorney General Jeff Sessions makes a major sanctuary jurisdiction announcement https://t.co/6zAQn2UOUj https://t.co/9B55owLNC1,0.0,0.0,0.0,1.0,Wed Mar 07 12:30:08 +0000 2018,Full results and maps from the Texas primaries https://t.co/WhLZDBW58T
